�ndice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grupo de alimentos,ALIMENTO,Grupo_de_alimentos_ALIMENTO,Cantidad sugerida,Unidad,Peso bruto (g),Peso neto (g),Energ�a (kcal),Prote�na (g),L�pidos (g),Hidratos de carbono (g),AG saturados (g),AG monoinsaturados (g),AG poli insaturados (g),Colesterol (mg),Az�car (g),Fibra (g),Vitamina A (mg RE),Acido Asc�rbico (mg),�cido F�lico (mg),Calcio (mg),Hierro (mg),Potasio (mg),Sodio (mg),F�sforo (mg),Etanol (g),IG,Carga glic�mica
Verduras,Huitlacoche cocido,Verduras_Huitlacoche cocido,1/3,taza,66,66,20,0.8,0.1,4.1,0.0,0.0,0.0,0.0,ND,1.2,0.0,2.6,ND,0.1,0.3,107.5,0.0,2.4,0.0,ND,ND
Verduras,Ibes frescos,Verduras_Ibes frescos,1/4,taza,31,17,23,1.8,0.1,3.8,0.0,0.0,0.0,0.0,ND,0.5,7.5,2.8,ND,7.6,0.3,111.7,0.3,4.1,0.0,ND,ND
Verduras,Jicama picada,Verduras_Jicama picada,1/2,taza,60,60,23,0.4,0.1,5.3,0.0,0.0,0.0,0.0,ND,2.9,0.6,12.1,7.2,7.2,0.4,90.0,2.4,10.8,0.0,ND,ND
Verduras,Jitomate,Verduras_Jitomate,1,pieza,123,116,21,1.0,0.2,4.5,0.1,0.1,0.2,0.0,ND,1.4,48.6,14.7,17.3,11.6,0.3,274.0,5.8,28.2,0.0,ND,ND
Verduras,Jitomate bola,Verduras_Jitomate bola,1,pieza,123,108,19,1.0,0.2,4.2,0.1,0.1,0.2,0.0,ND,1.3,45.5,13.7,16.2,10.8,0.3,256.5,5.4,26.4,0.0,ND,ND
Verduras,Jitomate cereza,Verduras_Jitomate cereza,4,pieza,100,95,17,0.8,0.2,3.7,0.1,0.1,0.2,0.0,ND,1.1,39.9,12.1,14.3,9.5,0.3,225.2,4.8,23.2,0.0,ND,ND
Verduras,Jitomate deshidratado,Verduras_Jitomate deshidratado,5,pieza,10,10,23,1.5,0.5,4.3,0.0,0.0,0.0,0.0,ND,2.0,5.0,5.0,0.0,12.5,0.5,0.0,12.5,0.0,0.0,ND,ND
Verduras,Jitomate guaje o saladet,Verduras_Jitomate guaje o saladet,2,pieza,130,124,22,1.1,0.2,4.8,0.1,0.1,0.2,0.0,ND,1.5,51.9,15.7,18.5,12.4,0.3,292.7,6.2,30.1,0.0,ND,ND
Verduras,Jitomate verde,Verduras_Jitomate verde,1,pieza,123,123,28,1.5,0.2,6.3,0.0,0.0,0.1,0.0,ND,1.4,39.4,29.0,11.0,16.0,0.6,251.0,16.0,34.0,0.0,ND,ND
Verduras,Jitomatillo (miltomate),Verduras_Jitomatillo (miltomate),3,pieza,75,65,23,1.0,0.1,4.6,0.0,0.0,0.0,0.0,ND,1.0,161.3,54.8,5.8,38.1,3.9,133.5,5.2,25.2,0.0,ND,ND
Verduras,Jugo de tomate,Verduras_Jugo de tomate,1/2,taza,122,122,21,0.9,0.1,5.1,0.0,0.0,0.0,0.0,ND,0.5,27.9,22.2,24.3,12.2,0.5,278.2,326.8,21.9,0.0,ND,ND
Verduras,Jugo de verduras,Verduras_Jugo de verduras,1/2,taza,121,121,23,0.8,0.1,5.5,0.0,0.0,0.0,0.0,ND,1.0,94.4,33.5,25.4,13.3,0.5,233.5,326.7,20.6,0.0,ND,ND
Verduras,Jugo de zanahoria,Verduras_Jugo de zanahoria,1/4,taza,59,59,24,0.6,0.1,5.5,0.0,0.0,0.0,0.0,ND,0.5,564.0,5.0,2.4,14.1,0.3,172.2,17.0,24.7,0.0,ND,ND
Verduras,Kale,Verduras_Kale,2/3,taza,46,46,22,2.0,0.4,4.0,0.0,0.4,0.2,0.0,1.0,1.6,228.6,54.9,ND,68.6,0.7,ND,17.4,ND,0.0,ND,ND
Verduras,Lechuga,Verduras_Lechuga,3,taza,141,135,23,1.7,0.4,4.5,0.0,0.0,0.0,0.0,ND,2.8,392.5,32.5,184.1,44.7,1.3,334.3,10.8,40.6,0.0,ND,ND
Verduras,Lechuga francesa,Verduras_Lechuga francesa,2,taza,140,140,24,1.7,0.4,4.6,0.0,0.0,0.0,0.0,0.0,2.9,406.0,33.6,ND,46.2,1.4,ND,11.2,ND,0.0,ND,ND
Verduras,Lechuga italiana,Verduras_Lechuga italiana,2,taza,140,140,24,1.7,0.4,4.6,0.0,0.0,0.0,0.0,0.0,2.9,406.0,33.6,ND,46.2,1.4,ND,11.2,ND,0.0,ND,ND
Verduras,Lechuga larga,Verduras_Lechuga larga,2,taza,140,140,24,1.7,0.4,4.6,0.0,0.0,0.0,0.0,0.0,2.9,406.0,33.6,ND,46.2,1.4,ND,11.2,ND,0.0,ND,ND
Verduras,Lechuga orejona,Verduras_Lechuga orejona,1 1/2,taza,105,105,26,1.5,0.3,4.3,0.0,0.0,0.0,0.0,1.1,2.1,23.1,6.3,ND,26.3,0.6,ND,9.5,ND,0.0,ND,ND
Verduras,Lechuga romana,Verduras_Lechuga romana,2,taza,140,140,20,1.3,0.2,4.2,0.0,0.0,0.0,0.0,1.4,2.8,35.0,3.9,ND,22.4,0.6,ND,15.4,ND,0.0,ND,ND
Verduras,Lechuga sangr�a,Verduras_Lechuga sangr�a,2,taza,140,140,24,1.7,0.4,4.6,0.0,0.0,0.0,0.0,0.0,2.9,406.0,33.6,ND,46.2,1.4,ND,11.2,ND,0.0,ND,ND
Verduras,Lengua de vaca,Verduras_Lengua de vaca,110,gramos,110,99,27,2.0,0.7,3.2,0.0,0.0,0.0,0.0,ND,0.8,198.0,47.5,ND,43.6,2.4,386.1,4.0,68.3,0.0,ND,ND
Verduras,Lenteja germinada cocida,Verduras_Lenteja germinada cocida,1/4,taza,19,19,19,1.7,0.1,4.1,0.0,0.0,0.0,0.0,ND,ND,0.4,2.4,12.9,2.7,0.6,54.7,1.9,29.5,0.0,ND,ND
Verduras,Malva,Verduras_Malva,70,gramos,70,60,24,2.9,0.4,2.3,0.0,0.0,0.0,0.0,ND,0.5,178.5,20.8,ND,147.0,1.2,ND,ND,11.9,0.0,ND,ND
Verduras,"Mezcla de verdura congelada, cocidas sin sal","Verduras_Mezcla de verdura congelada, cocidas sin sal",1/2,taza,46,46,30,1.3,0.1,4.6,0.0,0.0,0.0,0.0,ND,2.0,97.4,1.5,8.6,11.4,0.4,76.9,15.9,23.2,0.0,ND,ND
Verduras,Morillas deshidratadas,Verduras_Morillas deshidratadas,10,gramos,10,10,27,3.2,0.4,4.4,0.0,0.0,0.0,0.0,ND,2.5,0.0,3.0,21.0,1.9,4.3,370.0,0.4,ND,0.0,ND,ND
Verduras,Morillas frescas,Verduras_Morillas frescas,100,gramos,100,85,23,2.7,0.3,3.7,0.1,0.0,0.1,0.0,ND,2.1,0.0,2.6,17.9,16.2,3.7,314.5,3.4,ND,0.0,ND,ND
Verduras,Nabo cocido,Verduras_Nabo cocido,150,gramos,150,99,22,0.7,0.1,5.0,0.0,0.0,0.0,0.0,ND,2.0,0.0,11.5,8.9,32.7,0.2,175.2,15.8,25.7,0.0,ND,ND
Verduras,Nopal cocido,Verduras_Nopal cocido,1,taza,149,149,22,2.0,0.1,4.9,0.0,0.0,0.0,0.0,ND,3.0,32.8,7.9,4.5,244.0,0.7,291.0,30.0,24.0,0.0,ND,ND
Verduras,Nopal crudo,Verduras_Nopal crudo,2,pieza,140,134,22,1.8,0.1,4.5,0.0,0.0,0.1,0.0,ND,3.2,30.9,12.5,4.0,220.4,0.8,345.4,28.2,21.5,0.0,ND,ND
Verduras,Nopal crudo de cambray,Verduras_Nopal crudo de cambray,4,pieza,100,100,27,1.7,0.3,2.9,0.0,0.0,0.0,0.0,ND,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,ND
Verduras,"Palmito, enlatado","Verduras_Palmito, enlatado",1,pieza,33,33,30,0.8,0.2,1.5,0.0,0.0,0.0,0.0,ND,0.8,0.0,2.6,12.9,19.1,1.0,58.4,140.6,21.5,0.0,ND,ND
Verduras,Papaloquelite crudo,Verduras_Papaloquelite crudo,2,taza,120,108,24,1.9,0.3,3.1,0.0,0.0,0.0,0.0,ND,1.0,69.7,20.5,ND,389.9,2.6,ND,ND,18.4,0.0,ND,ND
Verduras,Papilla de verduras mixtas,Verduras_Papilla de verduras mixtas,1/3,frasco,43,43,19,0.5,0.0,4.1,0.0,0.0,0.0,0.0,ND,0.6,58.3,1.3,3.4,9.4,0.1,51.9,3.4,ND,0.0,ND,ND
Verduras,Pasta de tomate,Verduras_Pasta de tomate,2,cda,30,30,25,1.3,0.1,5.7,0.0,0.0,0.0,0.0,3.7,1.2,22.8,6.6,ND,10.8,0.9,ND,17.7,ND,0.0,ND,ND
Verduras,Pepinillos crudos,Verduras_Pepinillos crudos,1/3,taza,80,80,23,1.1,1.0,3.3,0.0,0.0,0.0,0.0,ND,0.0,0.0,0.0,0.0,25.3,2.1,0.0,1070.0,42.0,0.0,ND,ND
Verduras,Pepinillos dulces,Verduras_Pepinillos dulces,1,cda,15,15,20,0.1,0.1,5.3,0.0,0.0,0.0,0.0,ND,0.2,2.0,0.0,0.0,0.0,0.1,4.0,122.0,2.0,0.0,ND,ND
Verduras,Pepino con c�scara rebanado,Verduras_Pepino con c�scara rebanado,1,taza,104,104,16,0.7,0.1,3.8,0.0,0.0,0.0,0.0,ND,0.5,5.2,2.9,7.3,16.6,0.3,152.9,2.0,25.0,0.0,ND,ND
Verduras,Perejil crudo picado,Verduras_Perejil crudo picado,1,taza,60,60,22,1.8,0.5,3.8,0.0,0.2,0.0,0.0,ND,2.0,252.6,80.0,91.2,82.8,3.7,332.4,33.6,34.8,0.0,ND,ND
Verduras,Pimiento amarillo crudo chico,Verduras_Pimiento amarillo crudo chico,1,pieza,75,64,17,0.7,0.1,4.0,0.0,0.0,0.1,0.0,ND,0.6,6.4,116.9,16.6,6.9,0.3,135.0,1.4,15.4,0.0,ND,ND
Verduras,Pimiento cocido,Verduras_Pimiento cocido,1/2,taza,68,68,19,0.6,0.1,4.6,0.0,0.0,0.1,0.0,ND,0.8,9.5,51.0,11.0,6.0,0.3,113.0,1.0,12.0,0.0,ND,ND
Verduras,Pimiento fresco,Verduras_Pimiento fresco,1,taza,60,60,17,0.5,0.1,3.8,0.0,0.0,0.1,0.0,ND,1.1,10.8,54.0,13.2,6.0,0.3,106.8,1.2,12.0,0.0,ND,ND
Verduras,Pimiento morr�n (lata drenada),Verduras_Pimiento morr�n (lata drenada),1,lata,150,150,27,1.2,0.5,5.9,0.1,0.0,0.2,0.0,0.0,1.8,39.0,69.8,ND,61.5,1.2,ND,2053.5,ND,0.0,ND,ND
Verduras,Pimiento rojo crudo chico,Verduras_Pimiento rojo crudo chico,1,pieza,75,64,17,0.7,0.1,4.0,0.0,0.0,0.0,0.0,ND,0.6,10.0,81.4,29.3,4.5,0.3,134.5,2.6,16.6,0.0,ND,ND
Verduras,Pimiento verde crudo chico,Verduras_Pimiento verde crudo chico,1,pieza,75,64,17,0.7,0.1,4.0,0.0,0.0,0.0,0.0,ND,0.6,11.5,51.3,6.4,6.4,0.2,111.6,1.9,12.8,0.0,ND,ND
Verduras,Poro crudo,Verduras_Poro crudo,1/4,taza,40,32,21,0.5,0.1,4.5,0.0,0.0,0.0,0.0,ND,1.2,26.6,3.5,20.5,18.9,0.7,57.6,6.4,ND,0.0,ND,ND
Verduras,Puerro crudo,Verduras_Puerro crudo,1/4,pieza,22,22,14,0.3,0.1,3.2,0.0,0.0,0.0,0.0,ND,0.9,18.5,2.7,14.2,13.1,0.5,40.1,4.5,ND,0.0,ND,ND
Verduras,Puerro hervido sin sal,Verduras_Puerro hervido sin sal,1/2,pieza,62,62,19,0.5,0.1,4.7,0.0,0.0,0.0,0.0,ND,0.6,25.4,2.6,14.9,18.6,0.7,53.9,6.2,ND,0.0,ND,ND
Verduras,Pur� de jitomate,Verduras_Pur� de jitomate,1/3,taza,73,73,23,1.2,0.2,5.3,0.0,0.0,0.1,0.0,3.2,1.4,8.0,6.7,ND,24.7,0.9,ND,135.0,ND,0.0,ND,ND
Verduras,Pur� de tomate enlatado,Verduras_Pur� de tomate enlatado,1/4,taza,63,63,24,1.0,0.1,5.6,0.0,0.0,0.1,0.0,ND,1.5,16.3,6.6,6.9,11.3,1.1,274.4,17.5,25.0,0.0,ND,ND
Verduras,Quelite crudo,Verduras_Quelite crudo,80,gramos,80,66,26,3.1,0.3,2.6,0.0,0.0,0.1,0.0,ND,0.8,213.2,26.2,ND,98.4,2.4,400.8,13.1,ND,0.0,ND,ND
Verduras,R�bano crudo rebanado,Verduras_R�bano crudo rebanado,1,taza,116,104,17,0.7,0.1,3.5,0.0,0.0,0.0,0.0,ND,1.7,0.0,15.5,26.1,26.1,0.4,243.3,40.7,20.9,0.0,ND,ND
Verduras,Romeritos crudos,Verduras_Romeritos crudos,120,gramos,120,72,26,2.6,0.1,3.5,0.0,0.0,0.0,0.0,ND,0.7,112.0,2.9,ND,29.5,1.8,ND,ND,ND,0.0,ND,ND
Verduras,Salsa de chile,Verduras_Salsa de chile,1/2,taza,115,115,28,1.2,0.2,5.2,0.0,0.0,0.1,0.0,ND,2.8,4.6,2.3,0.0,20.7,0.6,234.6,15.0,0.0,0.0,ND,ND
Verduras,Salsif�,Verduras_Salsif�,35,gramos,35,23,18,0.3,0.0,4.0,0.0,0.0,0.0,0.0,ND,0.4,0.0,1.8,ND,12.5,0.2,86.5,4.6,11.4,0.0,ND,ND
Verduras,Semilla de guaje verde,Verduras_Semilla de guaje verde,65,gramos,65,29,28,2.5,0.2,4.0,0.0,0.0,0.0,0.0,ND,0.5,2.3,11.7,ND,46.2,1.1,ND,ND,ND,0.0,ND,ND
Verduras,Setas cocidas,Verduras_Setas cocidas,1/2,taza,78,78,21,2.5,0.3,3.4,0.0,0.0,0.0,0.0,ND,2.0,0.0,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Verduras,Setas crudas,Verduras_Setas crudas,100,gramos,100,85,23,2.7,0.3,3.7,0.1,0.0,0.1,0.0,ND,2.1,0.0,2.6,17.9,16.2,3.7,314.5,3.4,ND,0.0,ND,ND
Verduras,Tomate verde,Verduras_Tomate verde,5,pieza,100,86,21,0.9,0.2,3.9,0.0,0.0,0.1,0.0,ND,2.1,1.7,1.7,ND,15.5,0.4,175.4,11.2,ND,0.0,ND,ND
Verduras,Tomatitos (tomiles),Verduras_Tomatitos (tomiles),75,gramos,75,65,26,2.3,0.1,4.1,0.0,0.0,0.0,0.0,ND,0.8,112.6,29.7,ND,249.0,4.5,131.6,8.4,20.6,0.0,ND,ND
Verduras,Trigo germinado,Verduras_Trigo germinado,1/7,taza,10,10,19,0.7,0.1,4.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,ND,2.7,0.2,ND,1.6,ND,0.0,ND,ND
Verduras,Verdolaga cocida,Verduras_Verdolaga cocida,1,taza,115,115,21,1.7,0.2,4.1,0.0,0.0,0.0,0.0,ND,0.9,107.0,12.1,10.4,89.2,0.9,561.1,51.6,41.6,0.0,ND,ND
Verduras,Verdolaga cruda limpia,Verduras_Verdolaga cruda limpia,2,taza,192,192,31,2.5,0.2,6.6,0.0,0.0,0.0,0.0,ND,1.5,126.7,40.3,23.0,124.8,3.8,948.5,86.4,84.5,0.0,ND,ND
Verduras,"Verdura (mezcla) congelada, cocida sin sal","Verduras_Verdura (mezcla) congelada, cocida sin sal",1/2,taza,46,46,30,1.3,0.1,4.6,0.0,0.0,0.0,0.0,ND,2.0,97.4,1.5,8.6,11.4,0.4,76.9,15.9,23.2,0.0,ND,ND
Verduras,Verduras de lata,Verduras_Verduras de lata,2/7,taza,56,56,20,0.8,0.0,4.0,0.0,0.0,0.1,0.0,0.0,2.1,0.0,2.1,ND,11.8,0.4,ND,125.8,ND,0.0,ND,ND
Verduras,Xoconostle,Verduras_Xoconostle,3,pieza,102,71,18,0.1,0.3,3.7,0.0,0.0,0.0,0.0,ND,1.6,1.4,15.7,ND,90.0,0.2,ND,ND,29.3,0.0,ND,ND
Verduras,Yemltas (hongo) crudas,Verduras_Yemltas (hongo) crudas,2,taza,160,160,27,4.8,1.7,6.4,0.0,0.0,0.0,0.0,ND,3.6,0.0,6.1,ND,28.8,6.0,ND,ND,76.8,0.0,ND,ND
Verduras,Yerbamora cruda,Verduras_Yerbamora cruda,50,gramos,50,41,21,2.0,0.3,3.6,0.0,0.0,0.0,0.0,ND,0.6,13.9,49.2,ND,113.2,3.7,ND,ND,ND,0.0,ND,ND
Verduras,Zanahoria baby (miniatura) cruda,Verduras_Zanahoria baby (miniatura) cruda,4,pieza,60,60,21,0.4,0.1,4.9,0.0,0.0,0.0,0.0,47.0,1.7,414.0,1.6,16.2,19.2,0.5,142.2,46.8,16.8,0.0,2.0,ND
Verduras,Zanahoria picada cruda,Verduras_Zanahoria picada cruda,1/2,taza,64,64,26,0.6,0.2,4.3,0.0,0.0,0.0,0.0,47.0,1.8,534.4,3.8,12.2,21.1,0.2,204.8,44.2,22.4,0.0,2.0,ND
Verduras,Zanahoria rallada cruda,Verduras_Zanahoria rallada cruda,1/2,taza,55,55,23,0.5,0.1,4.1,0.0,0.0,0.0,0.0,47.0,1.5,459.3,3.2,10.5,18.2,0.2,176.0,38.0,19.3,0.0,2.0,ND
Frutas,Aga�,Frutas_Aga�,4,cda,24,24,74,1.2,5.5,14.6,1.2,0.0,0.0,0.0,0.1,9.4,ND,ND,ND,ND,ND,ND,ND,ND,0.0,ND,ND
Frutas,Agua de coco,Frutas_Agua de coco,1 1/2,taza,360,360,65,1.1,0.7,16.9,0.0,0.0,0.0,0.0,ND,0.0,ND,7.2,ND,64.8,4.3,529.2,90.0,ND,0.0,ND,ND
Frutas,Albaricoque en alm�bar,Frutas_Albaricoque en alm�bar,1/4,taza,65,65,54,0.4,0.1,13.8,0.0,0.0,0.0,0.0,12.0,1.8,94.3,2.0,1.3,ND,0.2,92.3,2.5,ND,0.0,ND,ND
Frutas,Albaricoque en mitades enlatados en jugo,Frutas_Albaricoque en mitades enlatados en jugo,1/2,taza,122,122,59,0.8,0.1,15.1,0.0,0.0,0.0,0.0,13.1,2.0,103.5,6.0,2.5,ND,0.4,201.5,5.0,ND,0.0,ND,ND
Frutas,Albaricoque en mitades enlatados en agua,Frutas_Albaricoque en mitades enlatados en agua,1,taza,227,227,61,1.6,0.4,14.5,0.0,0.2,0.1,0.0,10.9,3.6,167.0,7.0,5.1,ND,0.7,349.0,7.0,ND,0.0,ND,ND
Frutas,Anona,Frutas_Anona,130,gramos,130,59,59,1.0,0.4,14.7,0.0,0.0,0.0,0.0,ND,2.0,ND,5.3,ND,17.6,0.4,223.5,2.3,ND,0.0,ND,ND
Frutas,Ar�ndano fresco,Frutas_Ar�ndano fresco,1 1/2,taza,150,147,68,0.6,0.2,17.9,0.0,0.0,0.0,0.0,5.9,6.8,7.4,25.0,8.8,17.6,0.7,129.4,4.4,20.6,0.0,ND,ND
Frutas,Ar�ndano seco con az�car,Frutas_Ar�ndano seco con az�car,1/2,taza,5,5,51,0.0,0.3,13.6,0.0,0.1,0.1,0.0,10.7,1.0,ND,ND,ND,ND,0.1,6.5,0.5,ND,0.0,ND,ND
Frutas,Blueberries,Frutas_Blueberries,3/4,taza,109,107,61,0.7,0.4,15.4,0.0,0.1,0.2,0.0,10.6,2.6,ND,13.9,6.4,6.4,0.2,94.9,6.4,10.7,0.0,ND,ND
Frutas,Blueberries congeladas,Frutas_Blueberries congeladas,3/4,taza,116,116,59,0.5,0.8,14.2,0.1,0.1,0.3,0.0,9.8,3.2,1.5,9.0,8.1,ND,0.2,63.0,1.5,ND,0.0,ND,ND
Frutas,Blueberries congeladas con az�car,Frutas_Blueberries congeladas con az�car,1/4,taza,58,58,47,0.2,0.1,12.6,0.0,0.0,0.0,0.0,11.4,1.3,0.5,3.5,4.0,ND,0.2,34.5,0.5,ND,0.0,ND,ND
Frutas,Blueberries en alm�bar,Frutas_Blueberries en alm�bar,1/4,taza,64,64,56,0.4,0.2,14.1,0.0,0.0,0.1,0.0,13.1,1.0,1.3,0.8,1.3,ND,0.2,25.5,2.0,ND,0.0,ND,ND
Frutas,Breba,Frutas_Breba,5,pieza,200,192,63,1.0,0.2,16.1,0.0,0.0,0.1,0.0,ND,3.3,71.0,1.9,ND,119.0,4.4,372.5,3.8,ND,0.0,ND,ND
Frutas,Caimito blanco o morado,Frutas_Caimito blanco o morado,1,pieza,200,130,68,1.7,2.2,12.2,0.0,0.0,0.0,0.0,ND,3.8,ND,15.6,ND,42.9,5.7,ND,ND,ND,0.0,ND,ND
Frutas,Calabaza mel�n,Frutas_Calabaza mel�n,130,gramos,130,98,58,2.8,0.9,11.2,0.0,0.0,0.0,0.0,ND,1.3,36.1,23.4,ND,40.0,2.6,ND,ND,ND,0.0,ND,ND
Frutas,Ca�a de az�car,Frutas_Ca�a de az�car,250,gramos,250,100,64,0.5,0.5,17.2,0.0,0.0,0.0,0.0,ND,1.9,ND,8.0,ND,18.0,0.7,ND,ND,ND,0.0,ND,ND
Frutas,Capul�n,Frutas_Capul�n,3,taza,480,96,63,1.4,0.0,16.1,0.0,0.0,0.0,0.0,ND,0.6,25.0,12.5,ND,43.2,1.3,ND,ND,ND,0.0,ND,ND
Frutas,Carambolo o carambola,Frutas_Carambolo o carambola,1.5,pieza,191,171,53,1.8,0.6,11.5,0.0,0.0,0.3,0.0,6.8,4.8,83.7,36.5,24.3,6.8,0.4,279.5,4.1,4.1,4.1,ND,ND
Frutas,Cereza,Frutas_Cereza,20,pieza,136,88,56,0.9,0.2,14.7,0.1,0.3,0.3,0.0,11.3,2.1,18.2,6.5,3.9,13.0,0.4,197.6,ND,ND,ND,22.0,3.2
Frutas,Cereza congeladas,Frutas_Cereza congeladas,1,taza,155,155,71,1.4,0.7,17.1,0.2,0.2,0.2,0.0,14.0,2.5,68.0,3.0,7.8,ND,0.8,192.0,2.0,2.0,2.0,ND,ND
Frutas,Cerezas en almibar,Frutas_Cerezas en almibar,1/4,taza,64,64,58,0.5,0.1,14.9,0.0,0.0,0.0,0.0,14.2,0.7,22.8,1.3,5.1,ND,0.8,59.8,4.5,4.5,4.5,ND,ND
Frutas,Cerezas Maraschino enlatadas,Frutas_Cerezas Maraschino enlatadas,4,pieza,20,20,64,0.0,0.0,16.8,0.0,0.0,0.0,0.0,15.6,1.2,ND,ND,ND,ND,0.2,8.0,ND,ND,ND,ND,ND
Frutas,Chabacano,Frutas_Chabacano,4,pieza,140,126,61,1.8,0.5,14.0,0.0,0.2,0.1,0.0,11.6,2.5,329.3,13.1,10.7,17.8,0.7,373.2,1.2,1.2,1.2,57.0,8.0
Frutas,Chagua,Frutas_Chagua,150,gramos,150,150,114,15.8,1.3,14.0,0.0,0.0,0.0,0.0,ND,4.7,0.2,6.8,ND,ND,4.6,ND,ND,ND,ND,ND,ND
Frutas,Cherimoya picada,Frutas_Cherimoya picada,1/2,taza,78,78,58,1.3,0.5,13.8,0.0,0.0,0.0,0.0,ND,1.8,3.0,6.0,14.1,ND,0.2,210.0,3.0,3.0,3.0,ND,ND
Frutas,Chicozapote,Frutas_Chicozapote,1/2,pieza,85,75,62,0.3,0.8,14.9,0.1,0.4,0.0,0.0,ND,4.0,4.4,11.0,10.6,15.8,0.6,144.3,8.8,8.8,8.8,40.0,6.0
Frutas,Chirimoya,Frutas_Chirimoya, 1/3,pieza,112,56,53,0.7,0.2,13.4,0.0,0.0,0.0,0.0,ND,1.2,0.6,5.0,ND,12.9,0.3,ND,ND,ND,ND,ND,ND
Frutas,Ciricote,Frutas_Ciricote,300,gramos,300,90,59,1.1,0.1,15.0,0.0,0.0,0.0,0.0,ND,1.4,25.2,9.9,ND,34.2,1.7,ND,ND,ND,ND,ND,ND
Frutas,Ciruela Criolla roja o amarilla,Frutas_Ciruela Criolla roja o amarilla,3,pieza,198,158,73,1.1,0.4,18.1,0.0,0.7,0.2,0.0,ND,2.2,50.4,14.4,2.4,7.2,0.2,273.6,ND,ND,ND,39.0,7.1
Frutas,Ciruela negra,Frutas_Ciruela negra,1/2,pieza,83,66,50,0.7,0.0,12.5,0.0,0.0,0.0,0.0,10.6,1.3,ND,4.1,ND,ND,ND,68.4,ND,ND,ND,ND,ND
Frutas,Ciruela pasa deshuesada,Frutas_Ciruela pasa deshuesada,7,pieza,56,56,60,0.5,0.1,15.7,0.0,0.0,0.0,0.0,14.0,1.7,140.0,ND,ND,33.6,0.4,ND,7.0,7.0,7.0,29.0,4.6
Frutas,Cocktail de frutas en almibar,Frutas_Cocktail de frutas en almibar,1/4,taza,62,62,44,0.3,0.1,11.7,0.0,0.0,0.0,0.0,10.6,1.1,8.8,1.3,1.9,ND,0.2,55.8,3.8,3.8,3.8,ND,ND
Frutas,Cocktail de frutas enlatado con agua,Frutas_Cocktail de frutas enlatado con agua,1/2,taza,119,119,38,0.5,0.1,10.1,0.0,0.0,0.0,0.0,8.9,1.2,15.5,2.5,3.6,ND,0.3,111.5,4.5,4.5,4.5,ND,ND
Frutas,Cocktail de frutas enlatado con jugo de fruta,Frutas_Cocktail de frutas enlatado con jugo de fruta,1/2,taza,119,119,55,0.6,0.0,14.1,0.0,0.0,0.0,0.0,12.9,1.2,18.0,3.0,3.6,ND,0.3,112.5,4.5,ND,0.0,ND,ND
Frutas,Cocoyol,Frutas_Cocoyol,170,gramos,170,43,74,2.5,3.8,9.5,0.0,0.0,0.0,0.0,ND,2.1,9.8,49.3,ND,84.6,1.9,ND,ND,ND,0.0,ND,ND
Frutas,Coloc,Frutas_Coloc,60,gramos,60,60,61,1.1,0.3,15.4,0.0,0.0,0.0,0.0,ND,0.3,0.4,14.8,ND,16.8,3.2,ND,ND,22.8,0.0,ND,ND
Frutas,Cundeamor,Frutas_Cundeamor,450,gramos,450,450,32,3.9,0.7,15.9,0.0,0.0,0.0,0.0,ND,5.6,0.3,230.0,ND,117.0,7.7,ND,ND,153.0,0.0,ND,ND
Frutas,D�til seco,Frutas_D�til seco,2,pieza,17,17,46,0.3,0.0,12.4,0.0,0.0,0.0,0.0,11.0,1.1,0.8,ND,2.0,5.4,0.2,108.2,0.4,6.6,0.0,103.0,12.8
Frutas,Durazno amarillo,Frutas_Durazno amarillo,2,pieza,174,153,60,1.4,0.2,14.6,0.0,0.0,0.0,0.0,12.8,2.3,82.7,10.6,5.3,7.0,0.2,301.0,ND,17.6,0.0,42.0,6.1
Frutas,Durazno con az�car congelado,Frutas_Durazno con az�car congelado,1/4,taza,63,63,59,0.4,0.1,15.0,0.0,0.0,0.1,0.0,13.9,1.1,8.8,59.0,1.9,ND,0.2,81.3,3.8,ND,0.0,ND,ND
Frutas,Durazno en alm�bar,Frutas_Durazno en alm�bar,1/2,taza,126,126,68,0.6,0.1,18.3,0.0,0.0,0.0,0.0,16.7,1.7,22.5,3.0,3.8,ND,0.5,121.5,6.5,ND,0.0,ND,ND
Frutas,Durazno enlatado en agua,Frutas_Durazno enlatado en agua,1,taza,244,244,59,1.1,0.1,14.9,0.0,0.4,0.1,0.0,11.7,3.2,66.0,7.0,7.3,ND,0.8,242.0,7.0,ND,0.0,ND,ND
Frutas,Durazno enlatado en jugo,Frutas_Durazno enlatado en jugo,1/2,taza,125,125,55,0.8,0.1,14.5,0.0,0.0,0.0,0.0,12.9,1.6,24.0,4.5,3.8,ND,0.3,160.0,5.0,ND,0.0,ND,ND
Frutas,Durazno Prisco,Frutas_Durazno Prisco,3,pieza,150,132,51,1.2,0.1,12.5,0.0,0.1,0.1,0.0,11.1,2.0,46.2,13.2,ND,27.7,0.4,266.6,1.3,ND,0.0,ND,ND
